epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,80.3684450785319,4.950324800279406,0.09999999999999999,0.08322350250350105,129.95491536458334,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,0.0,95.33769226074219,4.906654596328735,0.1,0.08098537623882295,144.48522186279297
1,8,-1,0.0,79.54832034640842,4.773050361209446,0.09999999999999999,0.08227977487776014,127.36110432942708,-1,,,,,,,
2,8,-1,,,,,,,-1,2.0,0.0,92.05732345581055,4.532588720321655,0.1,0.07843830287456513,137.4616470336914
2,8,-1,0.0,76.89786020914714,4.3508710861206055,0.09999999999999999,0.07783828642633225,120.48440975613065,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,0.0,89.87738800048828,4.281583547592163,0.1,0.07703874409198762,132.77025985717773
3,8,-1,0.0,75.81106991238065,4.122199376424153,0.09999999999999999,0.07788488335079617,117.11095089382596,-1,,,,,,,
4,8,-1,,,,,,,-1,4.0,0.0,88.61772918701172,3.8057442903518677,0.1,0.075910285115242,126.75108337402344
4,8,-1,0.0,73.55319552951389,3.7582838270399304,0.09999999999999999,0.07519133753246732,111.21122741699219,-1,,,,,,,
5,8,-1,,,,,,,-1,5.0,0.0,86.34616470336914,3.557826280593872,0.1,0.07405540645122528,121.99848175048828
5,8,-1,0.0,72.40206654866536,3.5066462092929416,0.09999999999999999,0.07412803901566399,107.54265594482422,-1,,,,,,,
6,8,-1,,,,,,,-1,6.0,0.0,85.91876983642578,3.3108227252960205,0.1,0.07496948242187501,119.10196304321289
6,8,-1,0.0,71.26270209418402,3.259254720475939,0.09999999999999999,0.07491989135742189,103.93017154269748,-1,,,,,,,
7,8,-1,,,,,,,-1,7.0,0.0,84.90238189697266,2.991047739982605,0.1,0.07438406944274903,114.88724136352539
7,8,-1,0.0,69.16746266682942,2.956057548522949,0.09999999999999999,0.07370518114831713,98.80174424913194,-1,,,,,,,
8,8,-1,,,,,,,-1,8.0,0.0,83.30441856384277,2.80925190448761,0.1,0.07722005248069763,111.47415542602539
8,8,-1,0.0,68.27184846666124,2.7767738501230874,0.09999999999999999,0.0736613366338942,96.11324649386935,-1,,,,,,,
9,8,-1,,,,,,,-1,9.0,0.0,81.81647109985352,2.525108218193054,0.1,0.07488372921943665,107.14243698120117
9,8,-1,0.0,66.8374383714464,2.561935053931342,0.09999999999999999,0.07577715780999926,92.53256395128038,-1,,,,,,,
10,8,-1,,,,,,,-1,10.0,0.0,80.16414260864258,2.292965292930603,0.1,0.08071985244750977,103.17451858520508
10,8,-1,0.0,65.89263449774847,2.347851276397705,0.09999999999999999,0.07619249688254465,89.44734022352431,-1,,,,,,,
11,8,-1,,,,,,,-1,11.0,0.0,79.29511260986328,2.1449122428894043,0.1,0.0802518665790558,100.82448959350586
11,8,-1,0.0,64.28285556369357,2.1176837815178766,0.09999999999999999,0.0818314982785119,85.54152425130208,-1,,,,,,,
12,8,-1,,,,,,,-1,12.0,0.0,77.945068359375,1.9088261127471924,0.1,0.08293176293373108,97.11626052856445
12,8,-1,0.0,63.504141913519966,1.9773585928810968,0.09999999999999999,0.08044772942860923,83.35817421807184,-1,,,,,,,
13,8,-1,,,,,,,-1,13.0,0.0,76.86555862426758,1.7761865854263306,0.1,0.09339773952960968,94.7208251953125
13,8,-1,0.0,62.1262084113227,1.7606258392333984,0.09999999999999999,0.08655696511268617,79.81902440388997,-1,,,,,,,
14,8,-1,,,,,,,-1,14.0,0.0,75.14969253540039,1.5064027309417725,0.1,0.09800051152706146,90.31172561645508
14,8,-1,0.0,61.13932630750868,1.5672047932942708,0.09999999999999999,0.10298096405135261,76.9143558078342,-1,,,,,,,
