epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,71.51280763414171,0.7983744011984931,0.09999999999999999,0.08584238688151041,79.58239407009549,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,0.0,85.17430877685547,0.7413026094436646,0.1,0.08403723835945129,92.67137145996094
1,8,-1,0.0,71.16368781195746,0.7645994424819946,0.09999999999999999,0.08403098252084522,78.89371320936415,-1,,,,,,,
2,8,-1,,,,,,,-1,2.0,0.0,84.39726638793945,0.6954361498355865,0.1,0.08330761194229126,91.4349365234375
2,8,-1,0.0,69.62549379136827,0.6998476187388102,0.09999999999999999,0.08157132003042435,76.7055418226454,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,0.0,81.91170883178711,0.6493565440177917,0.1,0.0769558697938919,88.48223114013672
3,8,-1,0.0,68.24774169921875,0.6624708374341329,0.09999999999999999,0.07984457148445978,74.95229381985135,-1,,,,,,,
4,8,-1,,,,,,,-1,4.0,0.0,79.72529220581055,0.6729913949966431,0.1,0.07404488623142243,86.52925491333008
4,8,-1,0.0,66.71109135945638,0.6210267278883193,0.09999999999999999,0.07650391194555493,72.99786122639973,-1,,,,,,,
5,8,-1,,,,,,,-1,5.0,0.0,78.87584686279297,0.5888414978981018,0.1,0.07373542785644532,84.83799362182617
5,8,-1,0.0,65.04304546780057,0.6222873131434122,0.09999999999999999,0.07365018328030905,71.33956951565213,-1,,,,,,,
6,8,-1,,,,,,,-1,6.0,0.0,77.90702438354492,0.5450088083744049,0.1,0.07255426049232483,83.42966842651367
6,8,-1,0.0,64.19421641031902,0.5460184183385637,0.09999999999999999,0.07216500838597616,69.72656546698676,-1,,,,,,,
7,8,-1,,,,,,,-1,7.0,0.0,76.84648704528809,0.49639689922332764,0.1,0.07229883074760438,81.88275909423828
7,8,-1,0.0,63.14749315049913,0.4907234874036577,0.09999999999999999,0.07058325211207073,68.12530983818903,-1,,,,,,,
