epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,68.57837253146701,71.51569408840604,1.4862656858232286,0.8190897173351712,0.09999999999999999,0.08563582764731513,149.8568640814887,-1,,,,,,,,
1,8,-1,,,,,,,,-1,1.0,68.13131713867188,85.17726135253906,1.4841799139976501,0.7411663234233856,0.1,0.08299475908279419,162.28740692138672
1,8,-1,68.50067392985027,71.16358100043402,1.491656608051724,0.7564922902319167,0.09999999999999999,0.08318181236584982,148.80401102701822,-1,,,,,,,,
2,8,-1,,,,,,,,-1,2.0,67.83211517333984,84.51750946044922,1.4710893034934998,0.6783440709114075,0.1,0.08151443600654602,160.6856689453125
2,8,-1,68.23205651177301,69.65530098809137,1.465024471282959,0.7342044909795126,0.09999999999999999,0.08058218028810289,146.77501000298395,-1,,,,,,,,
3,8,-1,,,,,,,,-1,3.0,66.60304641723633,82.30753898620605,1.4271089434623718,0.6988290548324585,0.1,0.07527658641338349,157.40126037597656
3,8,-1,67.69361707899306,68.4285062154134,1.4373575184080336,0.7255420751041837,0.09999999999999999,0.07875351707140606,144.8936530219184,-1,,,,,,,,
4,8,-1,,,,,,,,-1,4.0,64.62585067749023,79.8678035736084,1.3497044444084167,0.7462477684020996,0.1,0.07183997631072998,153.377685546875
4,8,-1,66.28271230061848,66.89021513197157,1.4165982670254178,0.7023156550195482,0.09999999999999999,0.07505016459359064,141.68773227267795,-1,,,,,,,,
5,8,-1,,,,,,,,-1,5.0,61.32402801513672,78.41425132751465,1.316279649734497,0.9016060531139374,0.1,0.06961537003517151,150.1402359008789
5,8,-1,63.97099855211046,65.02234480116103,1.353620621893141,0.8084187772538927,0.09999999999999999,0.07132955127292209,138.50248124864368,-1,,,,,,,,
6,8,-1,,,,,,,,-1,6.0,60.12005043029785,77.32518196105957,1.3082730174064636,0.924518883228302,0.1,0.06895345449447632,148.06764221191406
