epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,71.5146853129069,0.7983671228090922,0.09999999999999999,0.08819015622138979,79.58654742770725,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,0.0,85.19222640991211,0.7408023476600647,0.1,0.08431545495986939,92.68456649780273
1,8,-1,0.0,71.16863038804796,0.7644383443726434,0.09999999999999999,0.08608187966876561,78.89909532335069,-1,,,,,,,
2,8,-1,,,,,,,-1,2.0,0.0,84.52350997924805,0.6933414936065674,0.1,0.08329814076423646,91.54022598266602
2,8,-1,0.0,69.66242599487305,0.6992320815722147,0.09999999999999999,0.08252978523572287,76.73727586534288,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,0.0,82.52888298034668,0.631848007440567,0.1,0.0769700974225998,88.92433547973633
3,8,-1,0.0,68.43244213528104,0.6581213606728448,0.09999999999999999,0.08022884594069588,75.09388393825955,-1,,,,,,,
4,8,-1,,,,,,,-1,4.0,0.0,80.69523239135742,0.612162858247757,0.1,0.07563385069370271,86.89249801635742
4,8,-1,0.0,67.18483776516385,0.6087414489852058,0.09999999999999999,0.07727848887443543,73.34953180948894,-1,,,,,,,
5,8,-1,,,,,,,-1,5.0,0.0,79.04986953735352,0.6009810566902161,0.1,0.07201555967330933,85.1316909790039
5,8,-1,0.0,65.42728169759114,0.5905676947699653,0.09999999999999999,0.07318545911047195,71.40614361233182,-1,,,,,,,
6,8,-1,,,,,,,-1,6.0,0.0,77.82267189025879,0.5555466562509537,0.1,0.07070103287696838,83.4488410949707
6,8,-1,0.0,64.17904069688585,0.5563133690092299,0.09999999999999999,0.070310683382882,69.81248474121094,-1,,,,,,,
7,8,-1,,,,,,,-1,7.0,0.0,76.81486511230469,0.4994085431098938,0.1,0.06984848380088807,81.8787956237793
7,8,-1,0.0,63.0944446987576,0.4910221000512441,0.09999999999999999,0.06786209676000807,68.07252671983507,-1,,,,,,,
8,8,-1,,,,,,,-1,8.0,0.0,75.76062774658203,0.4556317776441574,0.1,0.06755015552043915,80.38449478149414
8,8,-1,0.0,62.07834667629666,0.46068932281600106,0.09999999999999999,0.06762701405419244,66.7528682284885,-1,,,,,,,
9,8,-1,,,,,,,-1,9.0,0.0,74.7773494720459,0.445026695728302,0.1,0.06819243133068084,79.29580879211426
9,8,-1,0.0,61.3683704800076,0.4329940014415317,0.09999999999999999,0.06659800741407605,65.76490741305881,-1,,,,,,,
10,8,-1,,,,,,,-1,10.0,0.0,74.16227912902832,0.4080553352832794,0.1,0.06768845617771149,78.31051826477051
10,8,-1,0.0,60.53763410780165,0.4048663046624925,0.09999999999999999,0.06569390760527717,64.65199025472005,-1,,,,,,,
11,8,-1,,,,,,,-1,11.0,0.0,72.38640403747559,0.342602401971817,0.1,0.06414122283458709,75.87656784057617
11,8,-1,0.0,59.48792054918077,0.38418177763621014,0.09999999999999999,0.06570738090409173,63.39544677734375,-1,,,,,,,
12,8,-1,,,,,,,-1,12.0,0.0,71.86918067932129,0.3539930433034897,0.1,0.06652867794036865,75.47564315795898
12,8,-1,0.0,58.644006941053604,0.3480691115061442,0.09999999999999999,0.06509876516130236,62.189796447753906,-1,,,,,,,
13,8,-1,,,,,,,-1,13.0,0.0,71.72069931030273,0.3451593369245529,0.1,0.06858964264392853,75.24088096618652
13,8,-1,0.0,57.998535580105255,0.32927681671248543,0.09999999999999999,0.06505961881743537,61.356363932291664,-1,,,,,,,
14,8,-1,,,,,,,-1,14.0,0.0,69.87981033325195,0.3241575211286545,0.1,0.069523686170578,73.19090843200684
14,8,-1,0.0,57.38047472635905,0.3145736555258433,0.09999999999999999,0.06508062879244486,60.59129291110568,-1,,,,,,,
15,8,-1,,,,,,,-1,15.0,0.0,69.22686576843262,0.28463658690452576,0.1,0.07006666362285614,72.1432991027832
15,8,-1,0.0,56.70920266045464,0.2955588830841912,0.09999999999999999,0.0655297961499956,59.7303212483724,-1,,,,,,,
16,8,-1,,,,,,,-1,16.0,0.0,68.14383888244629,0.2720157951116562,0.1,0.06902417242527009,70.93302345275879
16,8,-1,0.0,56.03762902153863,0.27894655532307094,0.09999999999999999,0.06651915245585971,58.89361445109049,-1,,,,,,,
17,8,-1,,,,,,,-1,17.0,0.0,67.18875312805176,0.24617012590169907,0.1,0.071470507979393,69.72192192077637
17,8,-1,0.0,55.09076690673828,0.25803856551647186,0.09999999999999999,0.06730397078726026,57.73845672607422,-1,,,,,,,
18,8,-1,,,,,,,-1,18.0,0.0,66.77591133117676,0.23907385766506195,0.1,0.0758576512336731,69.24250602722168
18,8,-1,0.0,54.492992613050674,0.27487095362610287,0.09999999999999999,0.07176424993409052,57.31346638997396,-1,,,,,,,
19,8,-1,,,,,,,-1,19.0,0.0,65.49793434143066,0.2179158478975296,0.1,0.07427648305892945,67.75136947631836
19,8,-1,0.0,53.521866692437065,0.22064710325664944,0.09999999999999999,0.06991879211531744,55.79825634426541,-1,,,,,,,
20,8,-1,,,,,,,-1,20.0,0.0,64.20992279052734,0.21511612087488174,0.1,0.0798916220664978,66.44097518920898
20,8,-1,0.0,53.163724687364365,0.23185491893026564,0.09999999999999999,0.07118348876635233,55.55345704820421,-1,,,,,,,
21,8,-1,,,,,,,-1,21.0,0.0,62.98973846435547,0.1867476850748062,0.1,0.07752576172351838,64.93474006652832
21,8,-1,0.0,52.22347513834635,0.21998331447442374,0.09999999999999999,0.07325667209095425,54.496565924750435,-1,,,,,,,
22,8,-1,,,,,,,-1,22.0,0.0,61.91610527038574,0.1844923496246338,0.1,0.08442776799201966,63.845455169677734
22,8,-1,0.0,51.42853673299154,0.18344953656196594,0.09999999999999999,0.07305536270141601,53.336086697048614,-1,,,,,,,
23,8,-1,,,,,,,-1,23.0,0.0,61.928422927856445,0.14748097956180573,0.1,0.08111936748027801,63.48435401916504
23,8,-1,0.0,50.42299948798286,0.17386925717194876,0.09999999999999999,0.07996397813161213,52.24165513780382,-1,,,,,,,
