epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,62.03309292263455,80.2932595147027,2.4156370957692466,4.136863629023234,4.136863629023234,0.09999999999999999,0.1053175250689189,887.6882934570312,-1,,,,,,,,,
1,8,-1,,,,,,,,,-1,1.0,60.15663146972656,95.2815055847168,2.376528739929199,3.8418304920196533,3.8418304920196533,0.1,0.10460230112075806,961.4474792480469
1,8,-1,62.02871237860786,79.46252950032552,2.392737706502279,3.9987931516435413,3.9987931516435413,0.09999999999999999,0.1032913989490933,818.1469184027778,-1,,,,,,,,,
2,8,-1,,,,,,,,,-1,2.0,60.33037185668945,92.03356552124023,2.3201695680618286,3.7117525339126587,3.7117525339126587,0.1,0.10386195182800294,798.0549621582031
2,8,-1,62.1110716925727,76.83238347371419,2.35719633102417,3.5451378292507596,3.5451378292507596,0.09999999999999999,0.10276969605022007,680.8276740180122,-1,,,,,,,,,
3,8,-1,,,,,,,,,-1,3.0,60.67012023925781,89.91231918334961,2.3121055364608765,3.4036269187927246,3.4036269187927246,0.1,0.10362481474876405,664.7360076904297
3,8,-1,62.24984783596463,75.79155646430121,2.327953232659234,3.37886463271247,3.37886463271247,0.09999999999999999,0.1035576707786984,575.0579291449653,-1,,,,,,,,,
4,8,-1,,,,,,,,,-1,4.0,61.249929428100586,88.80221176147461,2.253106474876404,2.854032278060913,2.854032278060913,0.1,0.0926159918308258,561.3824310302734
4,8,-1,62.57156075371636,73.63949245876736,2.2809253798590765,3.0473862489064536,3.0473862489064536,0.09999999999999999,0.09770846035745409,482.25085110134546,-1,,,,,,,,,
5,8,-1,,,,,,,,,-1,5.0,61.80462837219238,86.7359504699707,2.2467222213745117,2.532633900642395,2.532633900642395,0.1,0.08474187552928925,478.92913818359375
5,8,-1,62.996749030219185,72.52884334988065,2.249930593702528,2.8139332400427923,2.8139332400427923,0.09999999999999999,0.08943080570962694,418.0948232014974,-1,,,,,,,,,
6,8,-1,,,,,,,,,-1,6.0,62.39504814147949,86.38795471191406,2.2032644748687744,2.5252403020858765,2.5252403020858765,0.1,0.08557645380496978,421.40582275390625
6,8,-1,63.42428461710612,71.5725958082411,2.21667840745714,2.580652025010851,2.580652025010851,0.09999999999999999,0.08581655621528626,362.80105929904516,-1,,,,,,,,,
7,8,-1,,,,,,,,,-1,7.0,63.067283630371094,85.20102310180664,2.149269223213196,2.372655987739563,2.372655987739563,0.1,0.08706123530864716,372.05072021484375
7,8,-1,63.9403805202908,69.53514819675021,2.170290549596151,2.3774621751573353,2.3774621751573353,0.09999999999999999,0.0852808329794142,322.19937303331164,-1,,,,,,,,,
8,8,-1,,,,,,,,,-1,8.0,63.720272064208984,83.6994571685791,2.131319046020508,2.135640025138855,2.135640025138855,0.1,0.0879610925912857,329.99549865722656
8,8,-1,64.44994650946722,68.60860527886285,2.132306628757053,2.276868846681383,2.276868846681383,0.09999999999999999,0.08325710429085625,291.13567437065973,-1,,,,,,,,,
9,8,-1,,,,,,,,,-1,9.0,64.25331687927246,82.38773155212402,2.084267020225525,1.9707745909690857,1.9707745909690857,0.1,0.08316569924354554,296.70645904541016
9,8,-1,64.90409342447917,67.22304746839735,2.1107307540045843,2.0849441819720798,2.0849441819720798,0.09999999999999999,0.08692199852731493,263.6242319742839,-1,,,,,,,,,
10,8,-1,,,,,,,,,-1,10.0,64.76128768920898,80.90646553039551,2.044693112373352,1.726194441318512,1.726194441318512,0.1,0.08238502740859985,267.64965057373047
10,8,-1,65.27796469794379,66.36355887518988,2.0769257015652127,1.9069134659237332,1.9069134659237332,0.09999999999999999,0.08055842849943373,242.56482611762152,-1,,,,,,,,,
11,8,-1,,,,,,,,,-1,11.0,65.16915130615234,80.12525367736816,2.045140862464905,1.7582916617393494,1.7582916617393494,0.1,0.08614930808544159,248.3627700805664
11,8,-1,65.65681542290582,64.89394293891058,2.0212556388643055,1.8067862855063543,1.8067862855063543,0.09999999999999999,0.08601242899894715,223.340328640408,-1,,,,,,,,,
12,8,-1,,,,,,,,,-1,12.0,65.52385711669922,78.67707633972168,1.974418818950653,1.5027063488960266,1.5027063488960266,0.1,0.08400446474552155,229.7024917602539
12,8,-1,65.95516120062933,64.18250444200304,2.00394430425432,1.6910226212607489,1.6910226212607489,0.09999999999999999,0.0825578040546841,208.97257656521268,-1,,,,,,,,,
