epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,62.03309292263455,80.2932595147027,2.4156370957692466,4.136863629023234,4.136863629023234,0.09999999999999999,0.1053175250689189,221.28955756293402,-1,,,,,,,,,
1,8,-1,,,,,,,,,-1,1.0,58.66750526428223,95.27519607543945,2.3772401809692383,3.734048008918762,3.734048008918762,0.1,0.10468644499778748,233.56517791748047
1,8,-1,61.432122548421226,79.46030680338542,2.392943408754137,3.9444214502970376,3.9444214502970376,0.09999999999999999,0.10328160325686137,215.1243201361762,-1,,,,,,,,,
2,8,-1,,,,,,,,,-1,2.0,57.62520408630371,92.0151481628418,2.322628617286682,3.4445375204086304,3.4445375204086304,0.1,0.10424761772155762,219.82488250732422
2,8,-1,60.32038837009006,76.82346640692816,2.3586522473229303,3.3917301495869956,3.3917301495869956,0.09999999999999999,0.10257209605640837,200.40296766493054,-1,,,,,,,,,
3,8,-1,,,,,,,,,-1,3.0,56.964277267456055,89.8839225769043,2.3177826404571533,3.088922381401062,3.088922381401062,0.1,0.1049220383167267,208.27542114257812
3,8,-1,59.51345782809787,75.7705307006836,2.3319494989183216,3.1420446236928306,3.1420446236928306,0.09999999999999999,0.10372794469197591,191.84641350640192,-1,,,,,,,,,
4,8,-1,,,,,,,,,-1,4.0,56.56535339355469,88.75321197509766,2.2625582218170166,2.515701413154602,2.515701413154602,0.1,0.09387732446193695,197.27156829833984
4,8,-1,58.94298892550998,73.60662248399522,2.2885144551595054,2.7454605632358127,2.7454605632358127,0.09999999999999999,0.09865229990747242,181.6558091905382,-1,,,,,,,,,
5,8,-1,,,,,,,,,-1,5.0,56.45187759399414,86.67675018310547,2.2598992586135864,2.128208816051483,2.128208816051483,0.1,0.08642602860927581,188.34290313720703
5,8,-1,58.668029361300995,72.47587543063693,2.2613908449808755,2.470254421234131,2.470254421234131,0.09999999999999999,0.09070057074228925,175.17111545138889,-1,,,,,,,,,
6,8,-1,,,,,,,,,-1,6.0,56.381629943847656,86.34912490844727,2.219350814819336,2.045916199684143,2.045916199684143,0.1,0.08695222437381744,185.3648910522461
6,8,-1,58.52797995673286,71.52639685736762,2.2315659523010254,2.18241818745931,2.18241818745931,0.09999999999999999,0.0873771952258216,169.45367431640625,-1,,,,,,,,,
7,8,-1,,,,,,,,,-1,7.0,56.45659065246582,85.15374374389648,2.168707847595215,1.9038898944854736,1.9038898944854736,0.1,0.08785141408443452,181.3635025024414
7,8,-1,58.51386176215278,69.50446150037978,2.1884439521365695,1.9482101599375408,1.9482101599375408,0.09999999999999999,0.08682452970080906,163.9697502983941,-1,,,,,,,,,
8,8,-1,,,,,,,,,-1,8.0,56.6697883605957,83.6786060333252,2.1536060571670532,1.6351903080940247,1.6351903080940247,0.1,0.08835687339305878,176.048095703125
8,8,-1,58.57966656155057,68.56301159328885,2.1537868976593018,1.8344086408615112,1.8344086408615112,0.09999999999999999,0.08405365016725327,161.05459594726562,-1,,,,,,,,,
9,8,-1,,,,,,,,,-1,9.0,56.91369819641113,82.2830867767334,2.107708215713501,1.4780292510986328,1.4780292510986328,0.1,0.08434519767761231,172.07611083984375
9,8,-1,58.762068854437935,67.15329700046115,2.135444084803263,1.6389487849341497,1.6389487849341497,0.09999999999999999,0.08812274005677964,156.9932657877604,-1,,,,,,,,,
10,8,-1,,,,,,,,,-1,10.0,57.20649337768555,80.83075332641602,2.0688940286636353,1.2711230516433716,1.2711230516433716,0.1,0.08531461358070375,167.48697662353516
10,8,-1,58.96113077799479,66.19737158881293,2.1013426780700684,1.4814721080991957,1.4814721080991957,0.09999999999999999,0.08244476053449841,153.7831776936849,-1,,,,,,,,,
11,8,-1,,,,,,,,,-1,11.0,57.37846565246582,80.00064659118652,2.0715759992599487,1.301953911781311,1.301953911781311,0.1,0.08814610540866852,166.15367126464844
11,8,-1,59.141385820176865,64.78361977471246,2.046674039628771,1.373189581765069,1.373189581765069,0.09999999999999999,0.0888442787859175,150.52704026963977,-1,,,,,,,,,
12,8,-1,,,,,,,,,-1,12.0,57.48481750488281,78.52216529846191,1.9997999668121338,1.0767909288406372,1.0767909288406372,0.1,0.08449251651763917,161.65945434570312
12,8,-1,59.252916971842446,63.97896406385634,2.029460761282179,1.3099159797032673,1.3099159797032673,0.09999999999999999,0.08413428333070544,148.5045666164822,-1,,,,,,,,,
13,8,-1,,,,,,,,,-1,13.0,57.72867012023926,77.51708221435547,1.9888225197792053,1.0353975296020508,1.0353975296020508,0.1,0.08942378461360931,159.4590072631836
13,8,-1,59.375543382432724,62.623663160536026,1.9912044472164578,1.1593797538015578,1.1593797538015578,0.09999999999999999,0.0866388307677375,145.09671613905164,-1,,,,,,,,,
14,8,-1,,,,,,,,,-1,14.0,57.86007308959961,75.84185791015625,1.9265028834342957,0.9217573702335358,0.9217573702335358,0.1,0.09268125593662263,156.00074005126953
14,8,-1,59.53193876478407,61.733100467258026,1.9439201354980469,1.0334510140948825,1.0334510140948825,0.09999999999999999,0.1016987986034817,142.36121961805554,-1,,,,,,,,,
15,8,-1,,,,,,,,,-1,15.0,58.006996154785156,75.86022186279297,1.9145223498344421,0.875841349363327,0.875841349363327,0.1,0.09929552972316744,155.04293823242188
15,8,-1,59.634244706895615,61.099507649739586,1.921888483895196,1.0350336101320055,1.0350336101320055,0.09999999999999999,0.09149182041486105,141.29215664333768,-1,,,,,,,,,
16,8,-1,,,,,,,,,-1,16.0,58.164180755615234,75.0535831451416,1.868031919002533,0.7518488466739655,0.7518488466739655,0.1,0.10383452773094178,152.48554229736328
16,8,-1,59.76331117418077,59.980687883165146,1.8888524108462863,0.8813399010234408,0.8813399010234408,0.09999999999999999,0.10414727131525675,138.25195482042102,-1,,,,,,,,,
17,8,-1,,,,,,,,,-1,17.0,58.342933654785156,73.12503623962402,1.855788767337799,0.6976764798164368,0.6976764798164368,0.1,0.11351773738861085,149.60177612304688
17,8,-1,59.88754738701714,59.15893088446723,1.8575115998586018,0.7933426433139377,0.7933426433139377,0.09999999999999999,0.1143572337097592,136.20496537950305,-1,,,,,,,,,
18,8,-1,,,,,,,,,-1,18.0,58.3586483001709,72.8545150756836,1.8376203775405884,0.6741978824138641,0.6741978824138641,0.1,0.12652193903923034,148.8018341064453
18,8,-1,59.95663833618164,58.11946656968858,1.8254653480317857,0.6822938190566169,0.6822938190566169,0.09999999999999999,0.1345492349730598,133.76570892333984,-1,,,,,,,,,
19,8,-1,,,,,,,,,-1,19.0,58.39538764953613,72.46853828430176,1.7813042402267456,0.5628542900085449,0.5628542900085449,0.1,0.1411900043487549,147.00221252441406
19,8,-1,59.95882585313585,57.47064336140951,1.7980301909976535,0.637415972020891,0.637415972020891,0.09999999999999999,0.14068931804762952,132.44281005859375,-1,,,,,,,,,
20,8,-1,,,,,,,,,-1,20.0,58.493614196777344,72.33675193786621,1.7470457553863525,0.49709801375865936,0.49709801375865936,0.1,0.16480390429496766,145.94534301757812
20,8,-1,60.00410842895508,56.85158454047309,1.7732164329952664,0.573122027847502,0.573122027847502,0.09999999999999999,0.1709226985772451,130.98795488145618,-1,,,,,,,,,
21,8,-1,,,,,,,,,-1,21.0,58.67808151245117,70.81161117553711,1.7287801504135132,0.4446646422147751,0.4446646422147751,0.1,0.18889030814170837,143.61126327514648
21,8,-1,60.12898254394531,55.76115841335721,1.7235539621777005,0.47238580385843915,0.47238580385843915,0.09999999999999999,0.21042958630455866,128.68461439344617,-1,,,,,,,,,
22,8,-1,,,,,,,,,-1,22.0,58.597585678100586,70.17912101745605,1.7077327370643616,0.4000489115715027,0.4000489115715027,0.1,0.22052130699157715,142.38832092285156
22,8,-1,60.165809631347656,55.20471805996365,1.7133805751800537,0.45649340086513096,0.45649340086513096,0.09999999999999999,0.23228973017798532,127.80427551269531,-1,,,,,,,,,
23,8,-1,,,,,,,,,-1,23.0,58.6225528717041,69.33145141601562,1.6701765060424805,0.3527270257472992,0.3527270257472992,0.1,0.25354506969451907,140.92747116088867
23,8,-1,60.13468466864692,55.042176988389755,1.7071129083633423,0.546894242366155,0.546894242366155,0.09999999999999999,0.2036855306890276,128.3985070122613,-1,,,,,,,,,
24,8,-1,,,,,,,,,-1,24.0,58.678409576416016,68.92828941345215,1.6314525604248047,0.3263540267944336,0.3263540267944336,0.1,0.2848466396331787,140.11398315429688
24,8,-1,60.1457633972168,54.49165153503418,1.6648279428482056,0.4392920302020179,0.4392920302020179,0.09999999999999999,0.2732614874839783,126.70126851399739,-1,,,,,,,,,
25,8,-1,,,,,,,,,-1,25.0,58.68488693237305,68.3404769897461,1.615472674369812,0.3053318113088608,0.3053318113088608,0.1,0.3163560271263123,139.18207550048828
25,8,-1,60.136387295193146,53.7876951429579,1.6367871893776789,0.40359872579574585,0.40359872579574585,0.09999999999999999,0.2908943706088596,125.52618408203125,-1,,,,,,,,,
26,8,-1,,,,,,,,,-1,26.0,58.689971923828125,67.63580703735352,1.587094008922577,0.2800605446100235,0.2800605446100235,0.1,0.3534288287162781,138.14678573608398
26,8,-1,60.148565504286026,53.60868920220269,1.6186226738823786,0.41476863622665405,0.41476863622665405,0.09999999999999999,0.31191566520267067,125.3403057522244,-1,,,,,,,,,
27,8,-1,,,,,,,,,-1,27.0,58.6618595123291,67.05286026000977,1.5622481107711792,0.2643160820007324,0.2643160820007324,0.1,0.3913770318031311,137.36059951782227
27,8,-1,60.13879818386502,53.06948873731825,1.6027899980545044,0.42292023532920414,0.42292023532920414,0.09999999999999999,0.31909488373332556,124.81175062391493,-1,,,,,,,,,
28,8,-1,,,,,,,,,-1,28.0,58.73163032531738,65.71653175354004,1.5428946614265442,0.269456222653389,0.269456222653389,0.1,0.42877898216247556,136.02294158935547
28,8,-1,60.16513146294488,52.1724787818061,1.571645802921719,0.34543536934587693,0.34543536934587693,0.09999999999999999,0.4207900630103218,123.1676754421658,-1,,,,,,,,,
29,8,-1,,,,,,,,,-1,29.0,58.631282806396484,64.80204582214355,1.5000379085540771,0.2506452947854996,0.2506452947854996,0.1,0.4677559614181519,134.8956642150879
29,8,-1,60.13979170057509,50.95073636372884,1.524155855178833,0.2878608504931132,0.2878608504931132,0.09999999999999999,0.4671426587634617,121.32391103108723,-1,,,,,,,,,
30,8,-1,,,,,,,,,-1,30.0,58.67215538024902,63.27298545837402,1.4631567001342773,0.2523476630449295,0.2523476630449295,0.1,0.5161744832992554,133.31579971313477
30,8,-1,60.09637196858724,50.40119319491916,1.5104944441053603,0.33714019589953953,0.33714019589953953,0.09999999999999999,0.4335604932573107,121.19689093695746,-1,,,,,,,,,
31,8,-1,,,,,,,,,-1,31.0,58.55515670776367,61.752323150634766,1.4169926047325134,0.25697700679302216,0.25697700679302216,0.1,0.5768593788146973,131.8368377685547
31,8,-1,60.06521224975586,49.584843741522896,1.484184914165073,0.3347135732571284,0.3347135732571284,0.09999999999999999,0.42477508253521395,120.25714959038629,-1,,,,,,,,,
32,8,-1,,,,,,,,,-1,32.0,58.63740158081055,59.69413948059082,1.4109880924224854,0.28773660957813263,0.28773660957813263,0.1,0.63673152923584,130.07292938232422
