epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,13.716520097520617,65857.60026041667,11.175884882609049,0.09999999999999999,0.0843680202960968,65882.57638888889,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,13.686919212341309,79251.66796875,10.747090339660645,0.1,0.08429306745529175,79276.185546875
1,8,-1,13.714218669467503,66028.60894097222,11.018747011820475,0.09999999999999999,0.08365241885185243,66053.42708333333,-1,,,,,,,
2,8,-1,,,,,,,-1,1.0,13.681167602539062,79663.876953125,11.071488380432129,0.1,0.08596833348274231,79688.716796875
2,8,-1,13.709836959838867,65655.97092013889,10.821887440151638,0.09999999999999999,0.08301520612504748,65680.58550347222,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,13.675366401672363,79022.21875,10.492857456207275,0.1,0.0819095551967621,79046.466796875
3,8,-1,13.705386055840385,65531.11935763889,11.020916408962673,0.09999999999999999,0.08407068252563475,65555.9296875,-1,,,,,,,
4,8,-1,,,,,,,-1,3.0,13.669494152069092,79158.375,10.99834394454956,0.1,0.0837627112865448,79183.12890625
4,8,-1,13.70037153032091,65488.82074652778,10.90219423505995,0.09999999999999999,0.0832484437359704,65513.50564236111,-1,,,,,,,
5,8,-1,,,,,,,-1,3.0,13.663508415222168,79309.109375,10.853488445281982,0.1,0.08466981053352357,79333.712890625
5,8,-1,13.694955190022787,65257.04340277778,10.84825505150689,0.09999999999999999,0.08267045948240494,65281.668836805555,-1,,,,,,,
6,8,-1,,,,,,,-1,6.0,13.657352924346924,78983.701171875,11.151833534240723,0.1,0.08411398828029633,79008.595703125
6,8,-1,13.689798990885416,65230.84331597222,11.030905617607964,0.09999999999999999,0.0831576791074541,65255.645833333336,-1,,,,,,,
7,8,-1,,,,,,,-1,7.0,13.651072025299072,78779.486328125,10.686564922332764,0.1,0.08463782966136932,78803.91015625
7,8,-1,13.685226122538248,64823.99652777778,10.871424886915419,0.09999999999999999,0.08137995666927762,64848.633680555555,-1,,,,,,,
8,8,-1,,,,,,,-1,8.0,13.644627094268799,78773.564453125,10.121087074279785,0.1,0.08248712718486786,78797.412109375
8,8,-1,13.67977884080675,64874.88628472222,10.753473069932726,0.09999999999999999,0.08222382664680482,64899.40060763889,-1,,,,,,,
9,8,-1,,,,,,,-1,9.0,13.63813066482544,78616.2109375,10.85676097869873,0.1,0.08361694812774659,78640.791015625
9,8,-1,13.676325692070854,64821.809461805555,10.878469149271647,0.09999999999999999,0.0815922412607405,64846.44748263889,-1,,,,,,,
10,8,-1,,,,,,,-1,9.0,13.631427764892578,78692.34375,11.166369438171387,0.1,0.08507391214370728,78717.228515625
10,8,-1,13.668611314561632,64618.240885416664,10.755147933959961,0.09999999999999999,0.08151119814978708,64642.74565972222,-1,,,,,,,
11,8,-1,,,,,,,-1,11.0,13.624547958374023,77510.078125,10.703284740447998,0.1,0.07680037319660188,77534.484375
11,8,-1,13.662467320760092,64434.27777777778,10.747327062818739,0.09999999999999999,0.0816718810134464,64458.76996527778,-1,,,,,,,
12,8,-1,,,,,,,-1,11.0,13.61720895767212,77618.640625,10.885262966156006,0.1,0.07857872247695924,77643.224609375
12,8,-1,13.656717300415039,64338.02387152778,10.783288531833225,0.09999999999999999,0.08055670393837823,64362.544270833336,-1,,,,,,,
13,8,-1,,,,,,,-1,11.0,13.608737468719482,78763.50390625,10.83582592010498,0.1,0.08208795189857485,78788.029296875
13,8,-1,13.64876619974772,64329.42361111111,10.887102339002821,0.09999999999999999,0.08079475429322985,64354.040364583336,-1,,,,,,,
14,8,-1,,,,,,,-1,11.0,13.59545373916626,77607.68359375,11.008790016174316,0.1,0.08287943005561829,77632.369140625
14,8,-1,13.63901318444146,64076.268663194445,10.894293891059029,0.09999999999999999,0.07978336612383524,64100.880208333336,-1,,,,,,,
15,8,-1,,,,,,,-1,11.0,13.571418285369873,77756.619140625,10.498931884765625,0.1,0.08434884250164032,77780.771484375
15,8,-1,13.625307506985134,63866.217447916664,10.844872050815159,0.09999999999999999,0.0798527730835809,63890.768663194445,-1,,,,,,,
16,8,-1,,,,,,,-1,16.0,13.53816843032837,76604.642578125,11.022666454315186,0.1,0.07923416793346405,76629.283203125
16,8,-1,13.603981229994032,64004.34027777778,10.901345994737413,0.09999999999999999,0.08037222292688158,64028.927083333336,-1,,,,,,,
17,8,-1,,,,,,,-1,16.0,13.498018264770508,76796.908203125,10.574449062347412,0.1,0.07257776856422424,76821.052734375
17,8,-1,13.553862571716309,63694.149739583336,11.093376053704155,0.09999999999999999,0.08001183999909296,63718.87673611111,-1,,,,,,,
18,8,-1,,,,,,,-1,16.0,13.449613094329834,77239.513671875,10.912415981292725,0.1,0.08173840641975404,77263.95703125
18,8,-1,13.517138269212511,63530.470052083336,10.831313557094997,0.09999999999999999,0.08016776243845622,63554.89887152778,-1,,,,,,,
19,8,-1,,,,,,,-1,19.0,13.392731666564941,75983.435546875,11.3164644241333,0.1,0.07970435023307801,76008.22265625
19,8,-1,13.48285918765598,62971.194444444445,11.27459642622206,0.09999999999999999,0.0790540675322215,62996.030381944445,-1,,,,,,,
20,8,-1,,,,,,,-1,20.0,13.332939147949219,75778.9140625,11.266782760620117,0.1,0.07812230288982391,75803.58984375
20,8,-1,13.466371960110134,63136.907552083336,11.069497214423286,0.09999999999999999,0.07887773778703479,63161.52170138889,-1,,,,,,,
21,8,-1,,,,,,,-1,21.0,13.268631935119629,74543.814453125,11.205060005187988,0.1,0.07189145684242249,74568.35546875
21,8,-1,13.405968878004286,62489.32204861111,11.32099077436659,0.09999999999999999,0.0775040302011702,62514.12673611111,-1,,,,,,,
22,8,-1,,,,,,,-1,21.0,13.197388648986816,74568.322265625,11.711230754852295,0.1,0.07496438026428223,74593.310546875
22,8,-1,13.330546273125542,62210.4921875,11.166001955668131,0.09999999999999999,0.07764561772346495,62235.06814236111,-1,,,,,,,
23,8,-1,,,,,,,-1,21.0,13.1137113571167,74807.486328125,11.11997938156128,0.1,0.07261136174201965,74831.794921875
23,8,-1,13.227179951137966,62085.93923611111,11.304116249084473,0.09999999999999999,0.07605001396603055,62110.547743055555,-1,,,,,,,
24,8,-1,,,,,,,-1,24.0,13.020401954650879,73676.84375,11.285894393920898,0.1,0.07340513169765472,73701.22265625
24,8,-1,13.162317276000977,62095.385416666664,11.231092241075304,0.09999999999999999,0.07564136253462898,62119.85546875,-1,,,,,,,
25,8,-1,,,,,,,-1,24.0,12.918813705444336,73757.150390625,11.332038879394531,0.1,0.07481685280799866,73781.4765625
25,8,-1,13.089796490139431,61783.421006944445,11.157312817043728,0.09999999999999999,0.07534884015719095,61807.74392361111,-1,,,,,,,
26,8,-1,,,,,,,-1,26.0,12.824415683746338,73407.529296875,11.10401725769043,0.1,0.07086107432842255,73431.529296875
26,8,-1,13.1552611456977,61129.473524305555,11.19761742485894,0.09999999999999999,0.07399690482351515,61153.899739583336,-1,,,,,,,
27,8,-1,,,,,,,-1,27.0,12.715282440185547,72949.6015625,11.280499458312988,0.1,0.07373464703559876,72973.671875
27,8,-1,12.887756559583876,61288.17230902778,11.39117103152805,0.09999999999999999,0.0730407456556956,61312.524305555555,-1,,,,,,,
28,8,-1,,,,,,,-1,27.0,12.596614837646484,73615.142578125,11.932347774505615,0.1,0.07530497312545777,73639.744140625
28,8,-1,12.882169087727865,61030.950086805555,11.11395517985026,0.09999999999999999,0.07376352747281394,61055.020399305555,-1,,,,,,,
29,8,-1,,,,,,,-1,29.0,12.480439186096191,72726.431640625,11.426109313964844,0.1,0.07128380537033081,72750.408203125
29,8,-1,12.770790629916721,60966.799913194445,11.168902821011013,0.09999999999999999,0.07332837714089288,60990.813802083336,-1,,,,,,,
30,8,-1,,,,,,,-1,29.0,12.346715927124023,73603.46484375,11.41460657119751,0.1,0.07190530598163605,73627.30078125
30,8,-1,12.614000744289822,60764.30295138889,11.106230099995932,0.09999999999999999,0.07452076805962456,60788.096788194445,-1,,,,,,,
31,8,-1,,,,,,,-1,31.0,12.210463523864746,72199.81640625,10.874484062194824,0.1,0.06861693859100343,72222.970703125
31,8,-1,12.445440398322212,60445.77951388889,11.216904640197754,0.09999999999999999,0.07231909036636353,60469.51345486111,-1,,,,,,,
32,8,-1,,,,,,,-1,32.0,12.065071105957031,72066.611328125,11.25340223312378,0.1,0.06947633922100067,72090.0
32,8,-1,12.437250773111979,60150.42144097222,11.21965471903483,0.09999999999999999,0.07166134847535029,60174.14887152778,-1,,,,,,,
33,8,-1,,,,,,,-1,32.0,11.93097972869873,72323.490234375,11.178571224212646,0.1,0.07022171318531037,72346.66796875
33,8,-1,12.40159108903673,60581.078125,10.8992035124037,0.09999999999999999,0.07258922325240241,60604.450520833336,-1,,,,,,,
34,8,-1,,,,,,,-1,32.0,11.786602020263672,72197.087890625,11.399633884429932,0.1,0.07119019627571106,72220.345703125
34,8,-1,12.18822299109565,60892.20095486111,10.963915295071072,0.09999999999999999,0.07390649848514133,60915.42751736111,-1,,,,,,,
35,8,-1,,,,,,,-1,35.0,11.64332628250122,71885.759765625,11.213778018951416,0.1,0.0682612180709839,71908.685546875
35,8,-1,12.181902779473198,59777.868055555555,11.17815801832411,0.09999999999999999,0.07281558314959208,59801.30034722222,-1,,,,,,,
36,8,-1,,,,,,,-1,36.0,11.486387729644775,71861.625,11.605792045593262,0.1,0.06955700218677521,71884.78515625
36,8,-1,11.6628082063463,60718.2265625,11.066303253173828,0.09999999999999999,0.07375640604231093,60741.02777777778,-1,,,,,,,
37,8,-1,,,,,,,-1,37.0,11.326493740081787,71467.802734375,11.414007186889648,0.1,0.07180188894271851,71490.61328125
37,8,-1,11.671687126159668,59995.618055555555,11.349783685472277,0.09999999999999999,0.07161195609304641,60018.7109375,-1,,,,,,,
38,8,-1,,,,,,,-1,37.0,11.171253204345703,71605.3125,11.707170009613037,0.1,0.07250522077083588,71628.26171875
38,8,-1,11.650854852464464,60128.266927083336,11.157999038696289,0.09999999999999999,0.07142453922165765,60151.1484375,-1,,,,,,,
39,8,-1,,,,,,,-1,39.0,11.022426128387451,71031.560546875,11.295327186584473,0.1,0.06855909526348114,71053.94921875
39,8,-1,11.455858124627007,59823.72092013889,11.310786459181044,0.09999999999999999,0.0720764756202698,59846.55902777778,-1,,,,,,,
40,8,-1,,,,,,,-1,40.0,10.88656759262085,70851.390625,11.130283832550049,0.1,0.06963678002357483,70873.48046875
40,8,-1,11.67636670006646,59367.45269097222,11.273940510219997,0.09999999999999999,0.07100857694943746,59390.47222222222,-1,,,,,,,
41,8,-1,,,,,,,-1,41.0,10.751269340515137,70368.70703125,11.334075927734375,0.1,0.06931282579898834,70390.859375
