epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,121.47076924641927,80.28740607367621,2.151050885518392,55.03390121459961,55.03390121459961,0.09999999999999999,0.10882420672310723,795.438245985243,-1,,,,,,,,,
1,8,-1,,,,,,,,,-1,1.0,114.70286178588867,95.8990592956543,2.181611657142639,48.02663040161133,48.02663040161133,0.1,0.10222914814949036,743.60009765625
1,8,-1,120.48600345187717,79.66068522135417,2.132538080215454,51.07243940565321,51.07243940565321,0.09999999999999999,0.10481688247786627,751.747545030382,-1,,,,,,,,,
2,8,-1,,,,,,,,,-1,2.0,112.48257064819336,93.16627502441406,2.130199432373047,42.29038047790527,42.29038047790527,0.1,0.09781678020954132,675.0250244140625
2,8,-1,118.49673207600911,77.46111509535048,2.1068709426456027,42.41658952501085,42.41658952501085,0.09999999999999999,0.09863443970680238,656.4105563693577,-1,,,,,,,,,
3,8,-1,,,,,,,,,-1,3.0,110.6801528930664,91.18354797363281,2.1264361143112183,37.680036544799805,37.680036544799805,0.1,0.09419129490852357,620.6806945800781
3,8,-1,116.76009538438585,76.62063344319661,2.0855843226114907,37.79776170518663,37.79776170518663,0.09999999999999999,0.09618202447891237,603.4549628363716,-1,,,,,,,,,
4,8,-1,,,,,,,,,-1,4.0,109.23222351074219,89.78429794311523,2.080646514892578,28.785837173461914,28.785837173461914,0.1,0.08978847563266754,524.8273773193359
4,8,-1,115.16713036431207,74.46757888793945,2.0469042195214167,31.219970703125,31.219970703125,0.09999999999999999,0.09448923534817166,529.2735019259983,-1,,,,,,,,,
5,8,-1,,,,,,,,,-1,5.0,108.2702407836914,87.88759994506836,2.0840073823928833,22.149964332580566,22.149964332580566,0.1,0.08696343898773193,453.50831604003906
5,8,-1,114.03063540988498,73.26377487182617,2.0289689434899225,26.630963855319553,26.630963855319553,0.09999999999999999,0.09045570227834915,478.85593668619794,-1,,,,,,,,,
6,8,-1,,,,,,,,,-1,6.0,107.46061325073242,87.66343688964844,2.066634774208069,19.936107635498047,19.936107635498047,0.1,0.08739486038684846,428.6168975830078
