epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,80.3684450785319,4.950324800279406,4.950324800279406,0.09999999999999999,0.09506949649916757,188.66641404893664,-1,,,,,,,,
1,8,-1,,,,,,,,-1,1.0,0.0,95.33329391479492,4.92302942276001,4.92302942276001,0.1,0.08978148698806764,227.61630249023438
1,8,-1,0.0,79.54691908094618,4.782490253448486,4.782490253448486,0.09999999999999999,0.09403503338495892,181.4954138861762,-1,,,,,,,,
2,8,-1,,,,,,,,-1,2.0,0.0,92.04341888427734,4.575775623321533,4.575775623321533,0.1,0.09757496118545533,210.7397003173828
2,8,-1,0.0,76.88901901245117,4.3798107571072045,4.3798107571072045,0.09999999999999999,0.09416806896527609,168.23487430148654,-1,,,,,,,,
3,8,-1,,,,,,,,-1,3.0,0.0,89.89725112915039,4.33135986328125,4.33135986328125,0.1,0.09612488448619844,194.6215591430664
3,8,-1,0.0,75.79998016357422,4.170082410176595,4.170082410176595,0.09999999999999999,0.09319841596815322,159.12070634629993,-1,,,,,,,,
4,8,-1,,,,,,,,-1,4.0,0.0,88.68011856079102,3.861612915992737,3.861612915992737,0.1,0.08934518098831178,177.10730743408203
4,8,-1,0.0,73.57114707099066,3.815895822313097,3.815895822313097,0.09999999999999999,0.08877908786137899,141.739742702908,-1,,,,,,,,
5,8,-1,,,,,,,,-1,5.0,0.0,86.44754028320312,3.6423001289367676,3.6423001289367676,0.1,0.08775905370712281,163.83661651611328
5,8,-1,0.0,72.42854139539931,3.571799225277371,3.571799225277371,0.09999999999999999,0.08504389921824138,138.41507890489368,-1,,,,,,,,
6,8,-1,,,,,,,,-1,6.0,0.0,86.04767608642578,3.4066896438598633,3.4066896438598633,0.1,0.08412091434001923,154.57655715942383
6,8,-1,0.0,71.33082114325629,3.346647262573242,3.346647262573242,0.09999999999999999,0.08762200077374777,128.91327412923178,-1,,,,,,,,
