epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,60.71915859646268,80.30504480997722,2.027367936240302,0.09999999999999999,0.10558531814151342,143.1571562025282,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,55.771080017089844,95.21688079833984,2.050643563270569,0.1,0.10200254321098329,153.1406021118164
1,8,-1,59.38259718153212,79.4193344116211,2.0088286134931774,0.09999999999999999,0.10150412784682378,140.91226196289062,-1,,,,,,,
2,8,-1,,,,,,,-1,2.0,52.6274528503418,91.86056518554688,1.9684122800827026,0.1,0.10031888484954835,146.55675506591797
2,8,-1,56.55124537150065,76.76716995239258,1.9758796559439764,0.09999999999999999,0.09857309526867339,135.39286719428168,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,49.71675109863281,89.69404602050781,1.9724294543266296,0.1,0.1030033051967621,141.4862289428711
3,8,-1,53.91947258843316,75.71103032430013,1.9467948145336575,0.09999999999999999,0.09959682093726265,131.67689514160156,-1,,,,,,,
4,8,-1,,,,,,,-1,4.0,47.06452178955078,88.55908966064453,1.9347020387649536,0.1,0.0986145853996277,137.65692901611328
4,8,-1,51.43023978339301,73.51542790730794,1.9083619382646348,0.09999999999999999,0.09929965602027045,126.95332760281033,-1,,,,,,,
5,8,-1,,,,,,,-1,5.0,44.617088317871094,86.26473236083984,1.9304755926132202,0.1,0.09280566275119781,132.9051055908203
5,8,-1,49.1775279574924,72.43212509155273,1.8939567009607952,0.09999999999999999,0.09430753125084772,123.59791395399306,-1,,,,,,,
6,8,-1,,,,,,,-1,6.0,42.409502029418945,85.74710464477539,1.886085331439972,0.1,0.09601821005344391,130.13871002197266
6,8,-1,47.05162217881944,71.26501252916124,1.8635263840357463,0.09999999999999999,0.09439219699965584,120.27455393473308,-1,,,,,,,
7,8,-1,,,,,,,-1,7.0,40.38699722290039,84.80195236206055,1.8738762140274048,0.1,0.09581868052482606,127.15863800048828
7,8,-1,45.138360765245224,69.1432753668891,1.8306717210345798,0.09999999999999999,0.09558718403180441,116.20789252387152,-1,,,,,,,
8,8,-1,,,,,,,-1,8.0,38.5423469543457,83.0969123840332,1.8340595960617065,0.1,0.09903546571731567,123.57235336303711
8,8,-1,43.37544208102756,68.33455276489258,1.811192552248637,0.09999999999999999,0.0912408318784502,113.61242421468098,-1,,,,,,,
9,8,-1,,,,,,,-1,9.0,36.868778228759766,81.59892272949219,1.8142388463020325,0.1,0.09511583745479585,120.37705993652344
9,8,-1,41.748370276557075,66.86797544691298,1.8031968540615506,0.09999999999999999,0.09681642386648391,110.51635826958551,-1,,,,,,,
10,8,-1,,,,,,,-1,10.0,35.33061981201172,79.95889472961426,1.798783004283905,0.1,0.09744150042533875,117.18572998046875
10,8,-1,40.269755045572914,65.92552608913846,1.7822278605567083,0.09999999999999999,0.0919141239590115,108.06942494710286,-1,,,,,,,
11,8,-1,,,,,,,-1,11.0,33.94143199920654,79.07467651367188,1.793060064315796,0.1,0.10392186641693116,114.91310119628906
11,8,-1,38.881158192952476,64.30885654025607,1.7426664564344618,0.09999999999999999,0.10120910207430522,105.03388977050781,-1,,,,,,,
12,8,-1,,,,,,,-1,12.0,32.67081928253174,77.79666519165039,1.7505745887756348,0.1,0.09910061359405518,112.3171615600586
12,8,-1,37.61645634969076,63.60691240098741,1.7368101014031305,0.09999999999999999,0.09577066567209032,103.05594889322917,-1,,,,,,,
13,8,-1,,,,,,,-1,13.0,31.496209144592285,76.6434268951416,1.7543984055519104,0.1,0.1067446768283844,110.00077819824219
