epoch,batch,trial,tr_loss_y_kl,tr_loss_classifier,tr_loss_reconstruction,tr_kl_weight,tr_loss_kl,tr_loss,dataset,best_val_epoch,val_loss_y_kl,val_loss_classifier,val_loss_reconstruction,val_kl_weight,val_loss_kl,val_loss
6,442,-1,,,,,,,4,6.0,2.7485908690772822,15.12861578805106,20.479004996163503,0.10000000000000005,0.1820952160017831,38.53830687174167
6,442,-1,3.129543351159417,25.984992911799498,20.422263944122108,0.10000000000000081,0.2159796014865417,49.75277981232987,-1,,,,,,,
7,442,-1,,,,,,,-1,6.0,3.3773755099800056,19.92357682690178,19.67405614164687,0.09999999999999981,0.18869976462777138,43.163708247173595
7,442,-1,,,,,,,0,6.0,2.901704535372728,77.73992538452148,19.601726913452147,0.09999999999999999,0.16682154119014742,100.41017837647367
7,442,-1,,,,,,,1,6.0,3.6734846907975287,23.822178734673393,19.616229587131077,0.10000000000000003,0.19804190877411101,47.309934927046825
7,442,-1,,,,,,,2,6.0,3.8139913588557346,10.778971158541166,19.753147271963265,0.1,0.20727770695319545,34.55338750112758
7,442,-1,,,,,,,3,6.0,3.125926422428773,5.056939261300223,18.992130483899796,0.10000000000000005,0.18794825492160658,27.362944427020746
7,442,-1,,,,,,,4,6.0,3.4056366852445548,15.88098417009626,20.382266998291016,0.10000000000000005,0.18263378824506485,39.85152164475068
7,442,-1,3.2943479395297426,25.34921368142552,20.231323664129185,0.10000000000000081,0.22397683132313698,49.098862120196735,-1,,,,,,,
8,442,-1,,,,,,,-1,8.0,3.517588328070154,19.572215542350847,19.602671456091183,0.09999999999999981,0.18816852176312332,42.88064385124786
8,442,-1,,,,,,,0,8.0,3.06404198327903,81.03579406738281,19.560059356689454,0.09999999999999999,0.16860748410224918,103.82850289413575
8,442,-1,,,,,,,1,8.0,3.7870971866390115,22.188663058810764,19.47687636481391,0.10000000000000003,0.20199757284588282,45.65463418551032
8,442,-1,,,,,,,2,8.0,4.072607298094054,8.628252616295448,19.66888897235577,0.1,0.20623400257183955,32.57598289309971
8,442,-1,,,,,,,3,8.0,3.224961008381124,5.430636269705636,18.941827297210693,0.10000000000000005,0.18510246787752424,27.78252704578268
8,442,-1,,,,,,,4,8.0,3.541253411450648,15.161640439714704,20.328858648027694,0.10000000000000005,0.18094301159892764,39.21269551422456
8,442,-1,3.9427839997078147,23.506817087632,20.115740730853975,0.10000000000000081,0.22182177300512396,47.787163595077196,-1,,,,,,,
9,442,-1,,,,,,,-1,9.0,3.278408080221915,19.74564512980353,19.5815392130429,0.09999999999999981,0.18744298588369313,42.79303541241619
9,442,-1,,,,,,,0,9.0,2.9605369665610897,83.25498580932617,19.5037483215332,0.09999999999999999,0.1685270595550537,105.88779815891266
9,442,-1,,,,,,,1,9.0,3.249338006841539,23.46007580227322,19.402191162109375,0.10000000000000003,0.20173441701465186,46.31333939299887
9,442,-1,,,,,,,2,9.0,3.9632270780298744,5.755780293391301,19.624912555401142,0.1,0.2073748395993159,29.55129477066273
9,442,-1,,,,,,,3,9.0,2.954756062527174,5.817055838448661,18.983079024723597,0.10000000000000005,0.17979383596352166,27.934684763844906
9,442,-1,,,,,,,4,9.0,3.416321722414935,15.099773134504046,20.302939414978027,0.10000000000000005,0.18340640025479457,39.00244067624961
9,442,-1,3.8123987252859615,22.576136232498808,20.035202009145078,0.10000000000000081,0.22490921814339418,46.648646189292975,-1,,,,,,,
10,442,-1,,,,,,,-1,10.0,3.6934837632164648,19.340847742926215,19.541609950901307,0.09999999999999981,0.19294677527294943,42.76888823548151
10,442,-1,,,,,,,0,10.0,3.3431634281780562,86.1799160003662,19.45725326538086,0.09999999999999999,0.17467852354049684,109.15501121925377
10,442,-1,,,,,,,1,10.0,3.4700110676902916,21.20103708902995,19.373934427897137,0.10000000000000003,0.20336812006102667,44.24835070947989
10,442,-1,,,,,,,2,10.0,4.478144496890788,3.7232462076040416,19.513598662156326,0.1,0.21766793544475854,27.932657307368633
10,442,-1,,,,,,,3,10.0,3.3292377376654145,5.226531982421875,18.983439445495605,0.10000000000000005,0.1836255357733795,27.722834704549378
10,442,-1,,,,,,,4,10.0,3.9621984434849824,15.639260973249163,20.250704492841447,0.10000000000000005,0.19061527294772013,40.042779184119865
10,442,-1,3.824856596727508,23.567073484575776,19.94537330265777,0.10000000000000081,0.22393435514269244,47.561237742598614,-1,,,,,,,
11,442,-1,,,,,,,-1,10.0,4.002635425189268,19.30324546578004,19.479048443823746,0.09999999999999981,0.1917705869244546,42.97669992440585
11,442,-1,,,,,,,0,10.0,3.636020538862985,77.81768417358398,19.417615509033205,0.09999999999999999,0.17293679237365722,101.04425701564199
11,442,-1,,,,,,,1,10.0,4.522891034955517,21.380775027804905,19.259014129638672,0.10000000000000003,0.2036953859859043,45.36637558339345
11,442,-1,,,,,,,2,10.0,4.543871030438366,10.956959064190205,19.47944054236779,0.1,0.2149363934993744,35.19520703381984
11,442,-1,,,,,,,3,10.0,3.7806448532270887,5.733240400041852,18.903393541063583,0.10000000000000005,0.18384503743478228,28.601123835386165
11,442,-1,,,,,,,4,10.0,3.7698218906954524,14.514743532453265,20.21791226523263,0.10000000000000005,0.1880009963044098,38.69047868497846
11,442,-1,3.9639337543404403,22.25316692205907,19.90008930697129,0.10000000000000081,0.2209085376214228,46.33809852544405,-1,,,,,,,
12,442,-1,,,,,,,-1,12.0,4.013812964533148,18.88346929648488,19.45397774214597,0.09999999999999981,0.19477000715806317,42.54603001483085
12,442,-1,,,,,,,0,12.0,3.6872306762505693,77.76570014953613,19.37559280395508,0.09999999999999999,0.17775752544403078,101.00628115816605
12,442,-1,,,,,,,1,12.0,4.412104578896459,19.937490039401585,19.209743393792046,0.10000000000000003,0.2089216831657621,43.7682597001815
12,442,-1,,,,,,,2,12.0,4.688016824536879,8.411417741041918,19.4276673243596,0.1,0.221376894070552,32.74847878813542
12,442,-1,,,,,,,3,12.0,3.7890990793462307,5.61314937046596,18.892230101994105,0.10000000000000005,0.1851486936211586,28.47962725035016
12,442,-1,,,,,,,4,12.0,3.7860955512999843,15.308860233851842,20.21294334956578,0.10000000000000005,0.18901650352137428,39.496915642789155
12,442,-1,4.014651803273477,21.618851928624828,19.85450466491837,0.10000000000000081,0.22458239430498597,45.712590795198494,-1,,,,,,,
13,442,-1,,,,,,,-1,13.0,4.271493143906323,18.638240342287673,19.432989061493235,0.09999999999999981,0.19439403807994018,42.53711658827116
13,442,-1,,,,,,,0,13.0,3.882064009002306,78.1317081451416,19.330136108398438,0.09999999999999999,0.17986786842346197,101.52377613141283
13,442,-1,,,,,,,1,13.0,4.5709907633371145,19.20438724093967,19.179588105943466,0.10000000000000003,0.20674597024917604,43.1617120826632
13,442,-1,,,,,,,2,13.0,5.032937979188028,6.337005028357873,19.38903984656701,0.1,0.2193185618290534,30.978301418807572
13,442,-1,,,,,,,3,13.0,3.9862501725259314,6.109560285295759,18.91984748840332,0.10000000000000005,0.18351960661155836,29.199177555364447
13,442,-1,,,,,,,4,13.0,4.149755806023273,15.266589573451451,20.16616943904332,0.10000000000000005,0.19094375914761,39.77345858091197
13,442,-1,4.231209983297914,20.75559347154863,19.82024190657295,0.10000000000000081,0.2229203663009552,45.02996573106229,-1,,,,,,,
14,442,-1,,,,,,,-1,13.0,3.7694937964394573,19.31512421676793,19.418125821143082,0.09999999999999981,0.19835817694049526,42.701102014025416
14,442,-1,,,,,,,0,13.0,3.6273182304823886,83.28190689086914,19.31244812011719,0.09999999999999999,0.18269584119319918,106.40436908549316
14,442,-1,,,,,,,1,13.0,3.9632933626580513,21.93538581000434,19.14368290371365,0.10000000000000003,0.20868395434485543,45.25104603423923
14,442,-1,,,,,,,2,13.0,4.349505775431859,6.187894527728741,19.371810619647686,0.1,0.22991237961328947,30.139123305860306
14,442,-1,,,,,,,3,13.0,3.5071462429182687,6.42504392351423,18.89032200404576,0.10000000000000005,0.1917427310986178,29.014254903333093
14,442,-1,,,,,,,4,13.0,3.6887416264154624,13.770256314958845,20.18160275050572,0.10000000000000005,0.18927914883409222,37.8298798435613
14,442,-1,4.3493601163787465,20.908055436530447,19.769607638666916,0.10000000000000081,0.22547643374374182,45.25249962985243,-1,,,,,,,
