epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,13.972046110365126,71.49947060479059,1.534194442960951,2.0657932493421765,0.09999999999999999,0.054796435435612995,500.2191636827257,-1,,,,,,,,
1,8,-1,,,,,,,,-1,1.0,14.098443984985352,85.12047958374023,1.539564073085785,1.970379114151001,0.1,0.05226405858993531,494.8865966796875
1,8,-1,14.035493532816568,71.14159223768446,1.5334600077735052,2.0236288838916354,0.09999999999999999,0.05355804959932963,491.48987155490454,-1,,,,,,,,
2,8,-1,,,,,,,,-1,2.0,14.255666255950928,84.3431510925293,1.5237778425216675,1.8713895082473755,0.1,0.04975068867206574,474.4502258300781
2,8,-1,14.185450553894043,69.5800298055013,1.506055474281311,1.925955957836575,0.09999999999999999,0.052042328649097025,470.51476711697046,-1,,,,,,,,
3,8,-1,,,,,,,,-1,3.0,14.517988681793213,81.93660354614258,1.506009042263031,1.7218601703643799,0.1,0.04876857399940491,442.3814239501953
3,8,-1,14.376022126939562,68.2751113043891,1.499570859803094,1.8093264235390558,0.09999999999999999,0.048844466275639015,446.0648362901476,-1,,,,,,,,
4,8,-1,,,,,,,,-1,4.0,15.132765769958496,79.67796897888184,1.4839640259742737,1.447192907333374,0.1,0.050744573771953586,385.78404235839844
4,8,-1,14.82359250386556,66.74063067966037,1.4875558614730835,1.5792930126190186,0.09999999999999999,0.047825487785869175,398.95820787217883,-1,,,,,,,,
5,8,-1,,,,,,,,-1,5.0,16.259526252746582,77.83837699890137,1.4399499297142029,1.1261242032051086,0.1,0.06197692155838013,320.8246765136719
5,8,-1,15.634864807128906,64.82792366875543,1.4721524847878351,1.3264156447516546,0.09999999999999999,0.052339482638571,347.2704026963976,-1,,,,,,,,
6,8,-1,,,,,,,,-1,6.0,17.29630756378174,76.53597450256348,1.4370847344398499,0.787747859954834,0.1,0.06516165137290955,252.88409423828125
6,8,-1,17.08386294047038,63.494258880615234,1.4461761315663655,1.0323108103540208,0.09999999999999999,0.06007783446047041,288.54654100206164,-1,,,,,,,,
7,8,-1,,,,,,,,-1,7.0,18.415934562683105,75.44816970825195,1.4108735918998718,0.48520036041736603,0.1,0.06370316743850708,192.37874603271484
7,8,-1,18.45783869425456,62.30947240193685,1.4263529645072088,0.7062377333641052,0.09999999999999999,0.05842751893732282,223.49963548448352,-1,,,,,,,,
8,8,-1,,,,,,,,-1,8.0,19.1663761138916,74.45890617370605,1.3949217796325684,0.29746441543102264,0.1,0.06789647340774536,154.5809783935547
8,8,-1,18.583108478122288,61.14138878716363,1.40741761525472,0.6909884495867623,0.09999999999999999,0.061637567480405164,219.39124552408853,-1,,,,,,,,
9,8,-1,,,,,,,,-1,9.0,19.45527935028076,73.33645439147949,1.3940770030021667,0.16715171188116074,0.1,0.07169901132583618,127.6878547668457
9,8,-1,17.99091254340278,60.5970950656467,1.3920965592066448,0.645514984925588,0.09999999999999999,0.06152005361186134,209.14462025960287,-1,,,,,,,,
10,8,-1,,,,,,,,-1,10.0,19.098172187805176,72.50858497619629,1.3861860632896423,0.09230826422572136,0.1,0.07313023507595062,111.52772521972656
10,8,-1,19.556902991400825,59.73124355740018,1.3746671544180975,0.4203527718782425,0.09999999999999999,0.06239009267754024,164.79575517442493,-1,,,,,,,,
11,8,-1,,,,,,,,-1,11.0,18.618194580078125,70.51939010620117,1.329597532749176,0.06859470531344414,0.1,0.07134042680263519,104.25746154785156
11,8,-1,19.059342702229817,58.51308907402886,1.3596184386147394,0.27995142506228554,0.09999999999999999,0.06817617151472304,134.99051157633463,-1,,,,,,,,
12,8,-1,,,,,,,,-1,12.0,18.785555839538574,70.03371810913086,1.3361985087394714,0.053410060703754425,0.1,0.07776365876197816,100.91524124145508
12,8,-1,18.511315663655598,57.363143073187935,1.3384782075881958,0.37649961850709385,0.09999999999999999,0.07021920879681906,152.5830807156033,-1,,,,,,,,
13,8,-1,,,,,,,,-1,13.0,18.90352153778076,69.89488410949707,1.3259802460670471,0.04783483874052763,0.1,0.08468261659145356,99.77603530883789
13,8,-1,19.492026223076714,56.752564324273,1.3297050131691828,0.15490752872493532,0.09999999999999999,0.07321152653959064,108.62901390923395,-1,,,,,,,,
14,8,-1,,,,,,,,-1,14.0,19.169095039367676,67.8109359741211,1.300343930721283,0.036573173478245735,0.1,0.08850226998329164,95.68351364135742
14,8,-1,19.181680255466038,56.28213776482476,1.3059521781073675,0.2007235481093327,0.09999999999999999,0.07469454904397328,116.98917388916016,-1,,,,,,,,
15,8,-1,,,,,,,,-1,15.0,19.299894332885742,66.91920852661133,1.2655409574508667,0.03140266891568899,0.1,0.08822984397411347,93.8534049987793
15,8,-1,18.793853971693252,55.44393666585287,1.2900411155488756,0.3934268301559819,0.09999999999999999,0.07553554541534849,154.28873613145618,-1,,,,,,,,
