epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_py,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_py,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,62.03309292263455,80.2932595147027,2.4156370957692466,4.136863629023234,4.136863629023234,0.09999999999999999,0.1053175250689189,256.3631778293186,-1,,,,,,,,,
1,8,-1,,,,,,,,,-1,1.0,58.973920822143555,95.2775764465332,2.376947283744812,3.7716169357299805,3.7716169357299805,0.1,0.10438354015350343,272.3489074707031
1,8,-1,61.534064822726776,79.46085781521268,2.392869313557943,3.9633044401804605,3.9633044401804605,0.09999999999999999,0.10320394304063586,247.09012349446616,-1,,,,,,,,,
2,8,-1,,,,,,,,,-1,2.0,58.272605895996094,92.0254898071289,2.3213404417037964,3.540440082550049,3.540440082550049,0.1,0.10390959382057191,251.44380950927734
2,8,-1,60.711805979410805,76.82821867201064,2.3579537073771157,3.4448501798841686,3.4448501798841686,0.09999999999999999,0.10255328946643408,226.33974032931857,-1,,,,,,,,,
3,8,-1,,,,,,,,,-1,3.0,57.985910415649414,89.90389633178711,2.3146404027938843,3.1972670555114746,3.1972670555114746,0.1,0.10447642803192139,233.9044189453125
3,8,-1,60.20060390896268,75.78257836235895,2.329790883594089,3.225082132551405,3.225082132551405,0.09999999999999999,0.10363358789020116,213.12881808810764,-1,,,,,,,,,
4,8,-1,,,,,,,,,-1,4.0,58.05193901062012,88.78244018554688,2.2572269439697266,2.635327696800232,2.635327696800232,0.1,0.09347212612628938,218.4301986694336
4,8,-1,59.98920567830404,73.63005489773221,2.284264988369412,2.85404716597663,2.85404716597663,0.09999999999999999,0.09836542142762078,199.0897911919488,-1,,,,,,,,,
5,8,-1,,,,,,,,,-1,5.0,58.45511245727539,86.7107925415039,2.2524876594543457,2.285085082054138,2.285085082054138,0.1,0.08541538119316101,206.09335327148438
5,8,-1,60.13153203328451,72.50574535793729,2.2549963262346058,2.6016607549455433,2.6016607549455433,0.09999999999999999,0.09031802482075163,189.98292202419705,-1,,,,,,,,,
6,8,-1,,,,,,,,,-1,6.0,58.8514404296875,86.37461471557617,2.2101041078567505,2.2397888898849487,2.2397888898849487,0.1,0.0858994573354721,200.57078552246094
6,8,-1,60.42700407240126,71.55360836452908,2.223116291893853,2.3457131650712757,2.3457131650712757,0.09999999999999999,0.08655389216211108,182.0314246283637,-1,,,,,,,,,
7,8,-1,,,,,,,,,-1,7.0,59.34832954406738,85.1675033569336,2.1573288440704346,2.1050833463668823,2.1050833463668823,0.1,0.08776073753833771,194.14561462402344
7,8,-1,60.79254277547201,69.51783710055881,2.1779994434780545,2.133472442626953,2.133472442626953,0.09999999999999999,0.08585144215159948,174.88400099012586,-1,,,,,,,,,
8,8,-1,,,,,,,,,-1,8.0,59.920637130737305,83.64263343811035,2.14044189453125,1.8598344922065735,1.8598344922065735,0.1,0.08881448805332184,186.95368194580078
8,8,-1,61.19317711724175,68.56784015231662,2.1411661307017007,2.0313287708494396,2.0313287708494396,0.09999999999999999,0.0836188488536411,170.53097195095486,-1,,,,,,,,,
9,8,-1,,,,,,,,,-1,9.0,60.405643463134766,82.2997989654541,2.09364652633667,1.7006115317344666,1.7006115317344666,0.1,0.0840379536151886,181.406005859375
