epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,71.5146853129069,0.7983671228090922,0.09999999999999999,0.08819015622138979,231.27630276150174,-1,,,,,,,
1,8,-1,,,,,,,-1,1.0,0.0,85.40132141113281,0.7337919175624847,0.1,0.08412010371685029,232.2438201904297
1,8,-1,0.0,71.25653966267903,0.7617597116364373,0.09999999999999999,0.08602458503511218,223.6945037841797,-1,,,,,,,
2,8,-1,,,,,,,-1,2.0,0.0,85.07066345214844,0.6775852739810944,0.1,0.0828748494386673,220.67060089111328
2,8,-1,0.0,69.97439236111111,0.6904423236846924,0.09999999999999999,0.08226639827092488,208.14511956108942,-1,,,,,,,
3,8,-1,,,,,,,-1,3.0,0.0,83.60572242736816,0.5986849367618561,0.1,0.07619048357009889,203.4188995361328
3,8,-1,0.0,68.99071672227647,0.6393595933914185,0.09999999999999999,0.07968466348118253,196.94231838650174,-1,,,,,,,
4,8,-1,,,,,,,-1,4.0,0.0,82.82461357116699,0.5595167875289917,0.1,0.07608383893966675,194.8040542602539
4,8,-1,0.0,68.11847178141277,0.5791194770071242,0.09999999999999999,0.07666865388552349,184.019039577908,-1,,,,,,,
5,8,-1,,,,,,,-1,5.0,0.0,82.09708595275879,0.5151484310626984,0.1,0.0728104442358017,185.1995849609375
5,8,-1,0.0,67.15935770670573,0.5362023777431912,0.09999999999999999,0.07346998784277176,174.47330220540366,-1,,,,,,,
6,8,-1,,,,,,,-1,6.0,0.0,80.84145545959473,0.48045122623443604,0.1,0.07048594653606415,177.00218963623047
6,8,-1,0.0,66.29020436604817,0.4914267195595635,0.09999999999999999,0.07067159944110446,164.64621819390192,-1,,,,,,,
7,8,-1,,,,,,,-1,7.0,0.0,80.02859687805176,0.44117793440818787,0.1,0.06857041120529175,168.33275604248047
7,8,-1,0.0,65.31186294555664,0.4461846748987834,0.09999999999999999,0.06732224027315775,154.6161142985026,-1,,,,,,,
8,8,-1,,,,,,,-1,8.0,0.0,79.40388488769531,0.39240892231464386,0.1,0.0653391420841217,157.9510040283203
8,8,-1,0.0,64.69324790106879,0.4151201281282637,0.09999999999999999,0.06622470882203844,147.7834955851237,-1,,,,,,,
9,8,-1,,,,,,,-1,9.0,0.0,78.46288108825684,0.3724033087491989,0.1,0.06482802033424379,153.00836944580078
9,8,-1,0.0,63.98644468519423,0.37909670339690316,0.09999999999999999,0.06445016662279765,139.87023501925998,-1,,,,,,,
