epoch,batch,trial,tr_loss_classifier,tr_loss_reconstruction,tr_loss_y_kl,tr_loss_y_kl_uniform,tr_kl_weight,tr_loss_z_kl,tr_loss,dataset,best_val_epoch,val_loss_classifier,val_loss_reconstruction,val_loss_y_kl,val_loss_y_kl_uniform,val_kl_weight,val_loss_z_kl,val_loss
0,8,-1,0.0,80.3684450785319,4.950324800279406,4.950324800279406,0.09999999999999999,0.09506949649916757,133.18910132514105,-1,,,,,,,,
1,8,-1,,,,,,,,-1,1.0,0.0,95.3332290649414,4.904799938201904,4.904799938201904,0.1,0.08974341154098511,148.1849822998047
1,8,-1,0.0,79.54707166883681,4.773036109076606,4.773036109076606,0.09999999999999999,0.0938860403166877,130.3875444200304,-1,,,,,,,,
2,8,-1,,,,,,,,-1,2.0,0.0,92.04092025756836,4.531599283218384,4.531599283218384,0.1,0.09845247268676759,140.68828964233398
2,8,-1,0.0,76.89036136203342,4.350524160597059,4.350524160597059,0.09999999999999999,0.09403393732176889,123.14057498508029,-1,,,,,,,,
3,8,-1,,,,,,,,-1,3.0,0.0,89.87873840332031,4.273697137832642,4.273697137832642,0.1,0.09651848673820496,135.5381317138672
3,8,-1,0.0,75.79944780137804,4.120524962743123,4.120524962743123,0.09999999999999999,0.09329860475328233,119.4854490492079,-1,,,,,,,,
4,8,-1,,,,,,,,-1,4.0,0.0,88.6357650756836,3.79544734954834,3.79544734954834,0.1,0.08995967805385591,129.15337371826172
4,8,-1,0.0,73.55406316121419,3.75338167614407,3.75338167614407,0.09999999999999999,0.08857549097802904,113.24373033311632,-1,,,,,,,,
5,8,-1,,,,,,,,-1,5.0,0.0,86.38403701782227,3.548600912094116,3.548600912094116,0.1,0.08817004263401032,124.13472366333008
5,8,-1,0.0,72.40639453464084,3.4981221357981362,3.4981221357981362,0.09999999999999999,0.08505986465348138,109.4066645304362,-1,,,,,,,,
6,8,-1,,,,,,,,-1,6.0,0.0,85.97546005249023,3.2988160848617554,3.2988160848617554,0.1,0.08428396582603455,120.96056747436523
6,8,-1,0.0,71.2828631930881,3.2529787487453885,3.2529787487453885,0.09999999999999999,0.08741525875197516,105.64728546142578,-1,,,,,,,,
7,8,-1,,,,,,,,-1,7.0,0.0,84.92645263671875,2.9682360887527466,2.9682360887527466,0.1,0.08477246165275575,116.41265869140625
7,8,-1,0.0,69.19738091362848,2.9507930278778076,2.9507930278778076,0.09999999999999999,0.0874459763367971,100.4485821194119,-1,,,,,,,,
8,8,-1,,,,,,,,-1,8.0,0.0,83.34482383728027,2.800360083580017,2.800360083580017,0.1,0.09018878936767578,113.08129119873047
8,8,-1,0.0,68.29795922173395,2.7709543969896107,2.7709543969896107,0.09999999999999999,0.08439947764078777,97.80503336588542,-1,,,,,,,,
